date,hour,temp_c,precip_mm,wind_kmh,snow_depth_mm,is_raining,is_snowing,is_bad_weather,wind_strong
2023-01-31,1,10.0,0.51,3.0,0.0,1,0,0,0
2023-01-31,2,10.0,0.51,3.0,0.0,1,0,0,0
2023-01-31,3,10.0,0.51,3.0,0.0,1,0,0,0
2023-01-31,4,3.3,0.51,5.0,0.0,1,0,0,0
2023-01-31,5,3.3,0.51,5.0,0.0,1,0,0,0
2023-01-31,6,3.3,0.51,5.0,0.0,1,0,0,0
2023-01-31,7,1.7,0.51,4.0,0.0,1,0,0,0
2023-01-31,8,1.7,0.51,4.0,0.0,1,0,0,0
2023-01-31,9,1.7,0.51,4.0,0.0,1,0,0,0
2023-01-31,10,2.2,0.51,4.0,0.0,1,0,0,0
2023-01-31,11,2.2,0.51,4.0,0.0,1,0,0,0
2023-01-31,12,2.2,0.51,4.0,0.0,1,0,0,0
2023-01-31,13,3.3,0.51,5.0,0.0,1,0,0,0
2023-01-31,14,3.3,0.51,5.0,0.0,1,0,0,0
2023-01-31,15,3.3,0.51,5.0,0.0,1,0,0,0
2023-01-31,16,3.3,0.51,4.0,0.0,1,0,0,0
2023-01-31,17,3.3,0.51,4.0,0.0,1,0,0,0
2023-01-31,18,3.3,0.51,4.0,0.0,1,0,0,0
2023-01-31,19,3.3,0.51,3.0,0.0,1,0,0,0
2023-01-31,20,3.3,0.51,3.0,0.0,1,0,0,0
2023-01-31,21,3.3,0.51,3.0,0.0,1,0,0,0
2023-01-31,22,0.6,0.51,6.0,0.0,1,0,0,0
2023-01-31,23,0.6,0.51,6.0,0.0,1,0,0,0
2023-02-01,0,0.6,0.51,6.0,0.0,1,0,0,0
2023-02-01,1,-0.6,0.51,4.0,0.0,1,0,0,0
2023-02-01,2,-0.6,0.51,4.0,0.0,1,0,0,0
2023-02-01,3,-0.6,0.51,4.0,0.0,1,0,0,0
2023-02-01,4,-1.7,0.51,4.0,0.0,1,0,0,0
2023-02-01,5,-1.7,0.51,4.0,0.0,1,0,0,0
2023-02-01,6,-1.7,0.51,4.0,0.0,1,0,0,0
2023-02-01,7,-2.8,0.51,4.0,0.0,1,0,0,0
2023-02-01,8,-2.8,0.51,4.0,0.0,1,0,0,0
